"airline_name","link","title","author","author_country","date","content","lounge_name","airport","lounge_type","date_visit","type_traveller","overall_rating","comfort_rating","cleanliness_rating","bar_beverages_rating","catering_rating","washrooms_rating","wifi_connectivity_rating","staff_service_rating","recommended"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Premium Terminal First Class Lounge - Doha Airport","M Coleman","Egypt","2012-08-05","During Ramadan it is totally empty no alcohol is served at all. Other standards are excellent but not everyone who travels with Qatar Airways is Islamic.","QATAR AIRWAYS PREMIUM TERMINAL FIRST CLASS LOUNGE REVIEW","Doha Airport","First Class","","","4.0","5","5","2.0","4.0","5.0","5.0","5.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Lounge - Brisbane Airport","G James","United Kingdom","2012-08-05","Excellent lounge - very warm atmosphere. The showers were spotless. The food was excellent and there was a very good range of both cold and hot food available even at the late hour of 10 p.m. Lovely Minestrone soup - piping hot. A very relaxing place - wish all lounges were this nice.","QANTAS BUSINESS CLASS LOUNGE REVIEW","Brisbane Airport","Business Class","","","4.0","5","5","5.0","5.0","5.0","0.0","5.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Sydney Airport","S Moolchandaney","Chile","2012-08-05","Very well lit spacious areas and ample comfortable seating. Wide choice of beverages and snacks. The Restaurant Dining looked good ( though did not try ). Same for the Spa. Nice working areas with sufficient iMacs. In the early morning busy hour the lounge still had enough seating. Courteous staff.","QANTAS FIRST CLASS LOUNGE REVIEW","Sydney Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Qantas Club Lounge Customer - Brisbane Airport","Craig Ritchie","Australia","2012-07-25","A quiet Business lounge located at the Brisbane International whilst waiting for our Hong Kong flight. Lounge is comfortable plenty of seating good coffee available selection of food is not so good very ordinary in fact could do with a revamp. Alcohol available even with a mid morning flight out. Good selection of local papers and magazines available to read as well as free wifi and internet. Overall a serviceable international business class lounge that could do with some fine tuning that would make it a wonderful start to one's departure.","QANTAS BUSINESS CLASS QANTAS CLUB LOUNGE CUSTOMER REVIEW","Brisbane Airport","Business Class","","","4.0","4","4","3.0","3.0","4.0","5.0","3.0","1"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Premium Terminal Business Class Lounge - Doha Airport","L Hooper","Australia","2012-08-05","Well appointed large area courteous staff but a few more signs would help. Travelling during Ramadan is a problem if your stopover is for any length of time and you're used to an evening drink. As alcohol was served on both legs of the flight we were surprised that it was not available under any circumstances in the lounge - we would have been happy to have been quarantined into non-Muslim section of the lounge or similar - to while away the time between 7 and 12 pm. I'm always happy to respect other cultures but it was the confusing messages that got to me and the lack of information about their services when booking.","QATAR AIRWAYS PREMIUM TERMINAL BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","4.0","4","5","1.0","3.0","4.0","4.0","4.0","1"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Premium Lounge - London Heathrow Airport","K Thomsen","United Kingdom","2012-02-07","Fantastic new lounge at LHR. Arrived from an 11 o'clock flight and promptly served breakfast from the buffet. The cook showed great knowledge of the food and ingredients served and staff responded promptly to requests. Seating area was spacious with choice of window seating central relaxing area with water fountain or TV corner. Very pro-active staff tending to customers needs through out the stay.","QATAR AIRWAYS PREMIUM LOUNGE REVIEW","London Heathrow Airport","","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"royal-jordanian-airlines","/lounge-reviews/royal-jordanian-airlines","Royal Jordanian Airlines Business Class ""crown"" Lounge - Amman Queen Alia Airport","I Dror","","2009-01-20","Amman Crown Lounge despite an impressive investment in infrastructure fails to deliver. Newly built (open for about 4 months at the time) large and boasting high-end features such as bedrooms along with high-end features one can expect to find in a flagship lounge. We had a long transfer at AMM (originally scheduled for 12 hours which ended out being 19 hours due to RJ technical problems) so were looking forward to a good lounge to make the wait less taxing. The first glitch occurred when staff at the counter attempted to deny us entry to the lounge saying that we should only come to the lounge 2-3hrs before our flight. When we pointed out to them the complete absurdity of this request given that we were on transit between two RJ flights and that this goes against the Oneworld regulations the matter was settled. However this was a poor welcome if we ever saw one. The so called bedrooms are a paid service at $50 for the first four hours then $20 per hour. Fair enough though a bit pricey for a long stay (and a bit cheeky to price the first segment at 4 hours when they try to deny entry only 2 hours before the flight). We had a look at a room which included a double bed shower and a cupboard (some 25 sqm I would say). We went to confirm that we wanted the room (was traveling with my wife pregnant of 6 months at the time) and were told that the rooms are considered single rooms and under no circumstances can be let out to more than one person. Again I stress that the room clearly had a double bed but we failed to get anywhere with this and were told that this is a clear order from “senior RJ management”. Why RJ went to the trouble of building and designing such rooms is questionable given this policy but at least this should be clearly flagged on their website when they talk of this so that other couples do not plan to book this service and make alternative arrangements. The lounge offers quiet rooms with some 6-7 armchairs in a relatively dark and quiet area adjacent to the bedrooms. However we found these very uncomfortable to attempt to sleep on and ended up leaving the lounge to a nearby hotel to get some sleep. In the morning there was a nice yet modest buffet (cold items only). In the evening there were three hot dishes. None too appealing but ok to snack if hungry. A separate staffed bar in a separate corner with less options that one finds in most other large lounges but large enough to cover basic requests. Infrastructure impressive and clearly RJ invested a lot in creating the lounge. However it is a bad sign that only 4 months after opening there are already issues with core features. For example there are some 12 individual sofas with personalized TV screens and high-end headsets. When we tried to use them we found the volume level unbearably loud. We tried another station. Same thing. When we asked the RJ staff we were told that all the TVs were like this and there is nothing to be done except to hold the headsets some 50cm away from the ears. Personally I find this pathetic and a miserable design/execution of a key feature of a lounge. I could go on but I think the message is clear - Amman Crown Lounge despite an impressive investment in infrastructure fails to deliver. My gut feeling is that with time as the new furniture and excitement wears down this will rapidly become a B-rated lounge at best.","ROYAL JORDANIAN AIRLINES BUSINESS CLASS ""CROWN"" LOUNGE REVIEW","Amman Queen Alia Airport","Business Class","","","","0","0","0.0","0.0","0.0","0.0","0.0","0"
"royal-jordanian-airlines","/lounge-reviews/royal-jordanian-airlines","Royal Jordanian Airlines Business Class Lounge - Amman Queen Alia Airport","Martin Brown","","2008-06-28","By presenting my One World Sapphire card I was given access to this lounge and the staff on reception very friendly. The lounge was too small for the amount of people present. At either end of the lounge were televisions although it was very difficult to hear them over the noise of the people. The smoking section wasn't screened off and I could hear people complaining about the smoke in the non smoking areas. Drink in plentiful supply including alcoholic juices tea etc and snacks were available although these were mainly cakes dates etc. It was surprising that even though there were so many people the lounge was tidy and plates and cups were cleared often. The staff clearing the plates were friendly but the staff behind the bar area didn't seem as friendly but they certainly weren't rude. It was certainly a retreat from the main terminal and as you get refreshments for 'free' to be honest even though it was very full I cannot complain and I did enjoy being there.","ROYAL JORDANIAN AIRLINES BUSINESS CLASS LOUNGE REVIEW","Amman Queen Alia Airport","Business Class","","","3.0","3","4","4.0","3.0","0.0","3.0","4.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas / Oneworld Business Class Lounge","M McGowan","Australia","2012-06-18","It is an okay lounge. Has very slow internet but awesome catering. It offers drinks and snacks and overall it is impressive. It can get very busy though right before the flights to Australia.","QANTAS / ONEWORLD BUSINESS CLASS LOUNGE REVIEW","","Business Class","","","4.0","4","4","5.0","4.0","5.0","1.0","3.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Lounge - Sydney Airport","R Pearce","New Zealand","2012-06-05","Food generally of good quality. Food choices not always great (I might be a bit picky) - usually worse when changing over from breakfast to lunch etc. Drink choice excellent. Even when it's busy there's always somewhere to sit. Good view of planes and the city. Computers are great and wifi readily available. One of the selling points when travelling Qantas.","QANTAS BUSINESS CLASS LOUNGE REVIEW","Sydney Airport","Business Class","","","5.0","4","5","4.0","4.0","5.0","5.0","5.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Lounge - Melbourne Airport","David Beggs","United Kingdom","2012-06-05","Pleasant greeting and offered lunch on entering lounge. Very clean and comfortable with frequent offers of snacks - which were delicious. Bathrooms very well appointed and clean. Called for flight at the right time with staff lining up to say goodbye. A thoroughly pleasant experience in a comfortable and well run Lounge.","QANTAS BUSINESS CLASS LOUNGE REVIEW","Melbourne Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Premium Terminal Business Class Lounge - Doha Airport","M Bertram","Australia","2012-01-25","On arrival into Doha the lounge was jam packed (about 8am) though we did manage to find a seat. Nonetheless the food and drinks were tasty and in plentiful supply. The bathrooms were clean and virtually empty. On our return journey (about 11pm) the lounge was much less busy and so we were able to spread out a bit more. It's a nice place to while away an hour or two.","QATAR AIRWAYS PREMIUM TERMINAL BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","4","5","5.0","4.0","5.0","4.0","5.0","1"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","Andrew Nethercott","China","2011-10-21","The lounge is in line with being a 5-Star airline. Good food good drink selection comfy polite friendly staff.. I would route through Doha anytime.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","5","5","4.0","5.0","5.0","4.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","Corinne Prevost","France","2011-09-13","Super lounge with maximum comfort. The staff is very attentive to your needs. The only small critique would be that the duty free area is somewhat reduced for products.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Sydney Airport","J Kearney","Australia","2012-04-24","The entry is calming and refreshing spaciousness captivating. A La Carte dining sublime for my wife and me the best was the PAYOT Spa. There really is only one problem with this lounge. It has set the standard so high other lounges we experienced were poor in comparison.","QANTAS FIRST CLASS LOUNGE REVIEW","Sydney Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Singapore Changi Airport","Puzio Anna","Australia","2012-04-24","No wonder no one uses the facility as there is nothing here - almost nothing to eat poor selection of drinks no restaurants. Qantas you are not the first class airline.","QANTAS FIRST CLASS LOUNGE REVIEW","Singapore Changi Airport","First Class","","","3.0","4","4","1.0","1.0","3.0","3.0","4.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Frankfurt Main Airport","Willy Fischer","France","2011-09-13","Qatar Airways Business class passengers or Privilege Club gold Members may use the Lufthansa Business Class Lounge at Frankfurt airport. A medium size lounge sufficient choice of hot and cold foods generous choice of wines beers soft drinks. Wifi has to be paid for. Large choice of newspaper and magazines in different languages TV screens. I found staff in this lounge to be helpful and attentive.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Frankfurt Main Airport","Business Class","","","4.0","4","4","4.0","3.0","4.0","3.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Phuket Airport","W Fischer","France","2011-05-12","Qatar Airways use the Coral Executive lounge for their frequent flyers / business class passengers. A medium size lounge comfortable with a relaxing atmosphere. Beach view fax telephone wifi newspapers. No toilets in the lounge but outside on departure hall. Good choice of hot and cold food and drinks - although there seem to be no wines (beers available). Meet and greet service you are zipped through immigration fast track to the lounge. Excellent staff welcoming and polite.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Phuket Airport","Business Class","","","4.0","5","5","3.0","4.0","3.0","4.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","S Court","Switzerland","2010-12-27","Business Terminal is a must. Transfer from the aircraft to terminal is smooth and fast Lounge is huge and cosy with a good selection of food and beverages. Staff is very friendly and efficient. Wireless internet access easy but a bit slow. Lavatories are not up to this kind of lounge standards.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","4.0","4","4","5.0","5.0","3.0","4.0","5.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Sydney Airport","Y Ren","Australia","2012-02-07","Great restaurant service and food. Spa service fantastic. I had facial this time. Plenty of drinks and fruit available. Internet service good computers available as well. Private office is good for some last minute work.","QANTAS FIRST CLASS LOUNGE REVIEW","Sydney Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas / Oneworld First Class Lounge","Soeren Krumrey","Australia","2012-01-23","The One world lounge in LAX is as bad as the rest of the airport the First lounge bit gets so cramped before the night time international flights go out that they have to ask passengers via the speaker system to keep all seats free from bags etc so that everyone gets a seat- being cramped into a lounge area with several complete strangers is not my idea of First! Entire feel is shocking and while they have quite nice food options and Champagne the service buffet maintenance etc are not up to scratch during busy periods.","QANTAS / ONEWORLD FIRST CLASS LOUNGE REVIEW","","First Class","","","2.0","3","3","2.0","2.0","1.0","2.0","2.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Club Lounge - Darwin Airport","C Stevens","Australia","2012-01-23","Small and confusing opening times especially when flights are delayed. The lounge closes you get asked to leave and then can re-enter once it opens later in the morning. Comfortable enough with usual food and drinks. No coffee barista. Wifi works and cold drinks are cold.","QANTAS CLUB LOUNGE REVIEW","Darwin Airport","","","","4.0","4","5","5.0","3.0","4.0","5.0","4.0","1"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","Savi Mull","","2010-08-13","The bus from the plane takes you directly to the Premium Terminal which has a wide atrium and divided into the business class section and first class section. The lounge was very spacious but crowded and busy on a Sunday morning. Had enough time to check out the food which has limited options on the lounge side but a full restaurant on the other. Quite impressive. Only downside was the busy washrooms. Shower facilities available. Adequate announcements were made for boarding and the boarding process was very smooth and efficient. Would fly through Doha again.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","5","5","5.0","5.0","4.0","5.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","David Merrit","","2010-07-14","The Premium Lounge has always been a great experience - you almost want a delay. In the past year the business class side has doubled in size which it needed. I spent 13 hours in the lounge in 8 days (no delays just long transfers) and I give it 100%.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","R Clarke","","2009-11-10","A big difference noticed now that the business class section has expanded as it got very crowded close to midnight when lots of flights leave after this time. Separate set of toilets are in the news section also so this helps relieve the overcrowded toilets problem. Food is average as are the selection of drinks and not much choice for snacks either. Internet seems to be extremely slow each time I have tried to use it and given up.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","4.0","4","5","3.0","3.0","4.0","4.0","4.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Lounge - Adelaide Airport","R Gonzaga","Malaysia","2011-11-28","Used the lounge in the morning for an international flight to Kuala Lumpur. Large and spacious but somewhat dark. Adequate terminals and wi-fi was available. There was no hot food on offer in the morning just a selection of cereals fruit and yoghurt. A fried or boiled egg would have been nice. The coffee was very good as were the fruit juices on offer. Toilets were clean and well appointed with showers for use. Overall a nice experience but it would have been nice if they had a hot buffet for breakfast.","QANTAS BUSINESS CLASS LOUNGE REVIEW","Adelaide Airport","Business Class","","","4.0","4","5","4.0","2.0","4.0","4.0","4.0","1"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Hong Kong Airport","E Michael","United Kingdom","2011-10-22","Used the lounge when travelling British Airways F-class from HKG to LHR. Facilities are fair but not really up to many airlines First Class levels. The prospect of trying to snatch a meal/dinner before the flight was very limited and aside from some snack type foods or soup there was nothing. Staff at reception polite and friendly but no other service really offered in the lounge aside from cleaning staff. Shower facilities are at the basic end of the quality scale and very mean in terms of the amenities they offer. Not a patch on other Qantas lounges in Australia and clearly BA tries (yet again) to save by using this lounge for their customers (not even any BA branding visible.","QANTAS FIRST CLASS LOUNGE REVIEW","Hong Kong Airport","First Class","","","3.0","3","4","3.0","2.0","4.0","4.0","3.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","Mark Fenlon","","2009-06-08","The dedicated premium lounge at Doha is large comfortable and well appointed. Food okay nothing special. Drink choices are excellent. The men's wash room only has 4 toilets and 3 showers. If your transit time is short like mine (1-2 hours) and you find the lounge is busy these facilities can become overwhelmed. So best to visit these facilities first before settling down. Qatar really need to address this issue soon.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","4.0","4","5","4.0","5.0","3.0","4.0","5.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Lounge - Singapore Changi Airport","David Dale","Australia","2011-10-22","Lounge is spacious and ample seating. The food selection while not varied was abundant for the lounge. Shower amenities excellent however a bit concerning to see mould growing on the tiled walls. Catering staff asked if she could make sandwiches for me - a nice touch. Drinks ample. There is not much of a view from this lounge but not a problem for short stay. Internet wifi super.","QANTAS BUSINESS CLASS LOUNGE REVIEW","Singapore Changi Airport","Business Class","","","4.0","4","5","4.0","4.0","4.0","5.0","4.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Galleries Lounge Customer - London Heathrow Airport","T Patrick","Hong Kong","2011-07-31","Lots of free PC's and different types of seating. Busy but some seating. Really good range of drinks and snacks- no sandwiches but lots of hot food and salad if wanted. Very clean and lots of staff. Impressive.","QANTAS BUSINESS CLASS GALLERIES LOUNGE CUSTOMER REVIEW","London Heathrow Airport","Business Class","","","5.0","4","5","5.0","4.0","4.0","5.0","5.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Qantas Club Lounge Customer","D Weiss","Australia","2011-07-31","Qantas has hired room 5 above gate 21 which is a fairly large area. Lounge had a good feel to it with plenty of food and drinks available. Staff good and children rooms and business computers plentiful. Only gripe would be the lack of toilets. Toilets were huge one toilet rooms and the lounge only had two per gender. Seeing as this route has only been operating the last 2 months this lounge is more than adequate for the one Qantas flight","QANTAS BUSINESS CLASS QANTAS CLUB LOUNGE CUSTOMER REVIEW","","Business Class","","","4.0","5","5","4.0","5.0","3.0","3.0","4.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge - Doha Airport","A Mendoza","","2009-06-04","Premium Terminal is a bit confusing to get to as the bus operator from the plane makes no announcements. Once in the terminal there is a limited duty free shopping area (much smaller than the main terminal's) and a few gates. Upstairs is the lounge area for premium passengers. Service is good as you are greeted immediately upon arrival. From there you can deposit heavy bags in the cloak room use (rather dated) computers in the business centre go to the game room or go to the First or Business Class lounge. The business class lounge has a large dining area with actual table service. Food selection was excellent for a lounge - with actual main dishes and an endless variety of premium drinks. Past the dining area are huge sitting areas for more passengers who just want to relax. All seats are singles though so don't expect to be able to lie down anywhere. There are showers in the restrooms but there are no toilets and sinks in the private shower rooms. This means that one must groom and finish up in the public area of the restroom which is a bit odd. Overall a very comfortable lounge but not much to do in the terminal for long stopovers.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","5","5","5.0","5.0","4.0","5.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways First Class Lounge - Doha Airport","Mark du Plessis","","2009-04-30","Still a great lounge although staff service seems to have fallen away in recent months. Buffet food has improved a bit from late last year but what makes me so mad is the poor internet / wifi service. Complained to lounge staff and they just shrug and say it is working fine!?","QATAR AIRWAYS FIRST CLASS LOUNGE REVIEW","Doha Airport","First Class","","","4.0","4","5","4.0","4.0","4.0","3.0","4.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Qantas Club Lounge Customer - Hong Kong Airport","Ian Henderson","United Kingdom","2011-07-31","A pleasant lounge with showers and willing staff. Fine selection of food - wines not a great standard. Plenty of seating and computer positions. Sadly no view. Shared with BA - but few UK newspapers.","QANTAS BUSINESS CLASS QANTAS CLUB LOUNGE CUSTOMER REVIEW","Hong Kong Airport","Business Class","","","5.0","5","5","4.0","5.0","5.0","5.0","5.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Qantas Club Lounge Customer - Singapore Changi Airport","K Lofhjelm","Australia","2011-07-11","Nice atmosphere comfortable lounges  great wifi stunning bathrooms but food choice very poor and no view or outlook.","QANTAS BUSINESS CLASS QANTAS CLUB LOUNGE CUSTOMER REVIEW","Singapore Changi Airport","Business Class","","","4.0","4","5","4.0","1.0","5.0","5.0","3.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Sydney Airport","J Brien","United Kingdom","2011-06-29","An exceptionally good a la carte food service provided and staff are very pleasant. Excellent computer facilities. Very modern and clean shower rooms with high quality amenities. The lounge also has a very good spa and massage area. Without question a better first-class lounge than any others that I have used.","QANTAS FIRST CLASS LOUNGE REVIEW","Sydney Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","4.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Gold Lounge - Doha Airport","Richard Woodhead","","2008-09-01","Had a long transit with redeemed mileage ticket Bangkok to Manchester. As frequent flyer - Gold - able to use the Gold lounge at Doha. Small but very quiet throughout- marble shower and extremely helpful staff. Seating limited to quite upright lounge chairs. A good selection of food almost 24 hours. One negative comment the ""quiet room"" in the main terminal is anything but with constant tannoy announcements.","QATAR AIRWAYS GOLD LOUNGE REVIEW","Doha Airport","","","","4.0","4","5","5.0","4.0","5.0","3.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways First Class Lounge - Doha Airport","Patrick DuPlessis","","2008-08-19","Nice spacious lounge. Escorted from aircraft in BMW 7 series quick walk through security and into lounge. Enjoyed nice cooked breakfast fresh fruits etc - staff very friendly and efficient. Had a 4 hour stopover and managed to bag a bedroom where had a few hours rest before using shower room to freshen up. Good selection of mags/newspapers. WiFi was a little slow but internet terminals also in lounge were quick. Much more like a hotel than an airline lounge. Well done Qatar!","QATAR AIRWAYS FIRST CLASS LOUNGE REVIEW","Doha Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways First / Business Class Lounge - Doha Airport","Dan Beaumont","","2008-01-14","Upon arrival you are directed to the First or Business lounge as appropriate and we experienced both (there being no first class seats available on our return journey). First lounge is an absolute haven - great selection of food and beverages comfy chairs and sofas sleep cabins if required spa and also a smoking room for those who require it. Good internet access although only a limited number of fixed terminals available - Wi-fi is free throughout though. Business lounge is similar to first but lacking in the sleep cabins and naturally much more crowded than First lounge. In both lounges staff are friendly and helpful and come around to announce your flight personally. Feeling a bit off-colour and in need of some antacid the staff directed me to the clinic where I was soon fixed up and got the feeling that they would have attended to pretty much any condition from which I was suffering. I think this is a great idea that should be widely copied. If you travel business class do be aware that the bus takes you to the regular terminal first so make sure you stay on board until you reach the premium terminal. This is no issue if you arrive first class as you are whisked from the plane in a 7-series BMW straight to the premium terminal.","QATAR AIRWAYS FIRST / BUSINESS CLASS LOUNGE REVIEW","Doha Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Club Business Class (domestic) Lounge - Perth Airport","K Franklin","Australia","2011-05-28","I use this lounge a few times a year. Every time it is very crowded and thus noisy. Hardly a place to unwind before a flight or between connecting flights. In fact it is one of the most crowded lounges I use anywhere in the world.","QANTAS CLUB BUSINESS CLASS (DOMESTIC) LOUNGE REVIEW","Perth Airport","Business Class","","","4.0","3","4","4.0","4.0","4.0","4.0","4.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas Business Class Lounge - Melbourne Airport","L Mulholland","Australia","2011-05-03","Great breakfast options. Free wifi. Lots of reading material and seating options. Great decor. Only gripe was the espresso coffee machine wasn't staffed until I was boarding at 0800. The machine coffee was okay so I survived!","QANTAS BUSINESS CLASS LOUNGE REVIEW","Melbourne Airport","Business Class","","","5.0","5","5","4.0","5.0","4.0","5.0","4.0","0"
"qantas-airways","/lounge-reviews/qantas-airways","Qantas First Class Lounge - Melbourne Airport","M Taylor","Australia","2011-05-03","Best lounge I've been in. Staff so attentive without hovering. Spa treatments are first rate. Food in restaurant is cooked to order. A very pleasant experience and made a 6 hour transfer very tolerable.","QANTAS FIRST CLASS LOUNGE REVIEW","Melbourne Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","4.0","5.0","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways First Class Lounge","D Morson","","2007-10-18","Transfer to the Premium terminal via Business class bus still confusing for first time users as the bus stops at the arrivals terminal and passengers are not informed they need to stay on the bus as 1 found out the hard way. New security measures in force on arrival into the Premium terminal - on clearing directed to First Class lounge. show to seats and refreshments offered immediately. Excellent service by pleasant staff. Area constantly cleaned nice to see clean tables not littered by previous guests drinks etc. Selection of both hot and cold food available. Able to take shower and shave in excellent shower room with quality amenities and excellent staff. Invited to board in a timely manner. Overall one of the best lounges visited.","QATAR AIRWAYS FIRST CLASS LOUNGE REVIEW","","First Class","","","4.0","5","5","4.0","5.0","5.0","5.0","","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Oryx Lounge","Keith Stratton","","2007-10-18","We had a four hour transit at Doha the cost was £14.00 each and certainly good value for money. The seating facility was spacious spotless and very pleasant to rest in. The food and beverage area was immaculate a good variety of snacks with hot and cold beverages being topped up all of the time even though there was no alcohol (Ramadan period). Towels were available for showers and the staff were all excellent and we would certainly use this lounge again","QATAR AIRWAYS ORYX LOUNGE REVIEW","","","","","4.0","5","5","4.0","4.0","4.0","5.0","","0"
"qatar-airways","/lounge-reviews/qatar-airways","Qatar Airways Business Class Lounge","ANDREW WARD","","2007-03-11","Used business lounge in Qatar's new premium terminal in transit between London and Singapore and return. First point - coach from plane drops people at normal (old) terminal first - I thought there would be a separate coach for business class - we nearly got off at the wrong terminal as the information given is not that clear. New terminal is very impressive visually and well maintained. Reading material limited (on way back through early in the morning there wasn't any at all.) Would prefer a self service bar for wine/beers etc - there was a somewhat limited range of wines in the fridges available and no menus/drinks lists. Didn't look for or use PC so can't comment on Internet access. No announcements made staff wander round giving flight information and you can be sat some way away from screens giving flight info. Staff friendly enough but didn't volunteer any assistance. Given limited time available didn't have time to eat but there seemed to be a good variety of hot food available. Overall a very nice lounge but with a few minor improvements could be even better.","QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW","","Business Class","","","5.0","5","5","4.0","4.0","4.0","5.0","5.0","0"
"sas-scandinavian-airlines","/lounge-reviews/sas-scandinavian-airlines","Lufthansa Lounge - London Heathrow Airport","A Mackenzie","Denmark","2015-07-05","Lufthansa lounge at LHR T2. Large windows look out onto runways and taxiways with lots of activity. The lounge is spacious and airy, subdivided by freestanding furniture. So although the room is large, the ambiance is cosy and quiet. Various newspapers and magazines were available. The seating is mainly leather armchairs separated by table units. A dining area is equipped with dining tables and chairs, in front of a well stocked bar and food buffet. As a nice touch there was a big jug of ready made Pimms (with lots of fruit garnish) available as a celebration of Wimbledon. In the morning the food on offer was bacon, scrambled eggs, tomatoes, mushrooms, plenty of breads, cold meats and various garnishes. At about 11am this changed to hot lunch items: rice, chicken casserole, pasta with sauce, soup and various other items. The staff were very unobtrusive and kept the place clean and tidy. WiFi was easy to use. As this is located in the new Queen's Terminal 2 everything is brand new.","Lufthansa Lounge","London Heathrow Airport","Business Class","","Solo Leisure","10.0","5","5","4.0","5.0","","5.0","5.0","1"
